Absorber,Thickness,Defect,Donor_density,PCE,,,
CsSnCl3,0.7,1E15,1E15,11.9194511,,,
CsSnCl3,0.7,1E16,10000000000,9.63906707,,,
CsSnCl3,0.7,1E16,100000000000,9.63905388,,,
CsSnCl3,0.7,1E16,1000000000000,9.638922,,,
CsSnCl3,0.7,1E16,10000000000000,9.63760081,,,
CsSnCl3,0.7,1E16,100000000000000,9.62414656,,,
CsSnCl3,0.7,1E16,1E15,9.45869774,,,
CsSnCl3,0.8,1000000000000,10000000000,14.5451217,,,
CsSnCl3,0.8,1000000000000,100000000000,14.5451216,,,
CsSnCl3,0.8,1000000000000,1000000000000,14.5451205,,,
CsSnCl3,0.8,1000000000000,10000000000000,14.5451093,,,
CsSnCl3,0.8,1000000000000,100000000000000,14.5452699,,,
CsSnCl3,0.8,1000000000000,1E15,14.5439,,,
CsSnCl3,0.8,10000000000000,10000000000,14.4697105,,,
CsSnCl3,0.8,10000000000000,100000000000,14.4697089,,,
CsSnCl3,0.8,10000000000000,1000000000000,14.4696932,,,
CsSnCl3,0.8,10000000000000,10000000000000,14.4695363,,,
CsSnCl3,0.8,10000000000000,100000000000000,14.4682125,,,
CsSnCl3,0.8,10000000000000,1E15,14.4487872,,,
CsSnCl3,0.8,100000000000000,10000000000,13.9239759,,,
CsSnCl3,0.8,100000000000000,100000000000,13.9239648,,,
CsSnCl3,0.8,100000000000000,1000000000000,13.9238542,,,
CsSnCl3,0.8,100000000000000,10000000000000,13.9227461,,,
CsSnCl3,0.8,100000000000000,100000000000000,13.9117515,,,
CsSnCl3,0.8,100000000000000,1E15,13.7759984,,,
CsSnCl3,0.8,1E15,10000000000,12.0348985,,,
CsSnCl3,0.8,1E15,100000000000,12.0348761,,,
CsSnCl3,0.8,1E15,1000000000000,12.0346517,,,
CsSnCl3,0.8,1E15,10000000000000,12.0324049,,,
CsSnCl3,0.8,1E15,100000000000000,12.0099233,,,
CsSnCl3,0.8,1E15,1E15,11.7461109,,,
CsSnCl3,0.8,1E16,10000000000,9.48565657,,,
CsSnCl3,0.8,1E16,100000000000,9.48564093,,,
CsSnCl3,0.8,1E16,1000000000000,9.48548446,,,
CsSnCl3,0.8,1E16,10000000000000,9.48391619,,,
CsSnCl3,0.8,1E16,100000000000000,9.46809873,,,
CsSnCl3,0.8,1E16,1E15,9.25565717,,,
CsSnCl3,0.9,1000000000000,10000000000,14.7296542,,,
CsSnCl3,0.9,1000000000000,100000000000,14.729654,,,
CsSnCl3,0.9,1000000000000,1000000000000,14.7296518,,,
CsSnCl3,0.9,1000000000000,10000000000000,14.7296294,,,
CsSnCl3,0.9,1000000000000,100000000000000,14.7293977,,,
CsSnCl3,0.9,1000000000000,1E15,14.7270175,,,
CsSnCl3,0.9,10000000000000,10000000000,14.6340985,,,
CsSnCl3,0.9,10000000000000,100000000000,14.6340962,,,
CsSnCl3,0.9,10000000000000,1000000000000,14.6340731,,,
CsSnCl3,0.9,10000000000000,10000000000000,14.6338412,,,
CsSnCl3,0.9,10000000000000,100000000000000,14.6314705,,,
CsSnCl3,0.9,10000000000000,1E15,14.6030394,,,
CsSnCl3,0.9,100000000000000,10000000000,13.9627175,,,
CsSnCl3,0.9,100000000000000,100000000000,13.9627025,,,
CsSnCl3,0.9,100000000000000,1000000000000,13.9625519,,,
CsSnCl3,0.9,100000000000000,10000000000000,13.9610428,,,
CsSnCl3,0.9,100000000000000,100000000000000,13.9456417,,,
CsSnCl3,0.9,100000000000000,1E15,13.7569079,,,
CsSnCl3,0.9,1E15,10000000000,11.9071361,,,
CsSnCl3,0.9,1E15,100000000000,11.9071096,,,
CsSnCl3,0.9,1E15,1000000000000,11.9068448,,,
CsSnCl3,0.9,1E15,10000000000000,11.9041928,,,
CsSnCl3,0.9,1E15,100000000000000,11.8772545,,,
CsSnCl3,0.9,1E15,1E15,11.5568906,,,
CsSnCl3,0.9,1E16,10000000000,9.34167428,,,
CsSnCl3,0.9,1E16,100000000000,9.3416562,,,
CsSnCl3,0.9,1E16,1000000000000,9.34147531,,,
CsSnCl3,0.9,1E16,10000000000000,9.33966143,,,
CsSnCl3,0.9,1E16,100000000000000,9.32101148,,,
CsSnCl3,0.9,1E16,1E15,9.0598281,,,
CsSnCl3,1,1000000000000,10000000000,14.8664255,,,
CsSnCl3,1,1000000000000,100000000000,14.8664252,,,
CsSnCl3,1,1000000000000,1000000000000,14.8664217,,,
CsSnCl3,1,1000000000000,10000000000000,14.8663864,,,
CsSnCl3,1,1000000000000,100000000000000,14.8660217,,,
CsSnCl3,1,1000000000000,1E15,14.8621002,,,
CsSnCl3,1,10000000000000,10000000000,14.7498781,,,
CsSnCl3,1,10000000000000,100000000000,14.749875,,,
CsSnCl3,1,10000000000000,1000000000000,14.7498435,,,
CsSnCl3,1,10000000000000,10000000000000,14.7495284,,,
CsSnCl3,1,10000000000000,100000000000000,14.746304,,,
CsSnCl3,1,10000000000000,1E15,14.7078451,,,
CsSnCl3,1,100000000000000,10000000000,13.9576814,,,
CsSnCl3,1,100000000000000,100000000000,13.9576622,,,
CsSnCl3,1,100000000000000,1000000000000,13.9574693,,,
CsSnCl3,1,100000000000000,10000000000000,13.9555364,,,
CsSnCl3,1,100000000000000,100000000000000,13.9357688,,,
CsSnCl3,1,100000000000000,1E15,13.6863972,,,
CsSnCl3,1,1E15,10000000000,11.7770728,,,
CsSnCl3,1,1E15,100000000000,11.7770426,,,
CsSnCl3,1,1E15,1000000000000,11.7767407,,,
CsSnCl3,1,1E15,10000000000000,11.7737165,,,
CsSnCl3,1,1E15,100000000000000,11.7429621,,,
CsSnCl3,1,1E15,1E15,11.3672681,,,
CsSnCl3,1,1E16,10000000000,9.2146444,,,
CsSnCl3,1,1E16,100000000000,9.21462413,,,
CsSnCl3,1,1E16,1000000000000,9.21442139,,,
CsSnCl3,1,1E16,10000000000000,9.2123873,,,
CsSnCl3,1,1E16,100000000000000,9.19135412,,,
CsSnCl3,1,1E16,1E15,8.87162025,,,
CsSnI3,0.1,1000000000000,10000000000,0.0183085709,,,
CsSnI3,0.1,1000000000000,100000000000,0.0183085716,,,
CsSnI3,0.1,1000000000000,1000000000000,0.0183085677,,,
CsSnI3,0.1,1000000000000,10000000000000,0.0183085214,,,
CsSnI3,0.1,1000000000000,100000000000000,0.0183080762,,,
CsSnI3,0.1,1000000000000,1E15,0.0183036019,,,
CsSnI3,0.1,10000000000000,10000000000,0.0183080106,,,
CsSnI3,0.1,10000000000000,100000000000,0.0183080101,,,
CsSnI3,0.1,10000000000000,1000000000000,0.0183080056,,,
CsSnI3,0.1,10000000000000,10000000000000,0.0183079598,,,
CsSnI3,0.1,10000000000000,100000000000000,0.0183075137,,,
CsSnI3,0.1,10000000000000,1E15,0.018303028,,,
CsSnI3,0.1,100000000000000,10000000000,0.0183024258,,,
CsSnI3,0.1,100000000000000,100000000000,0.0183024243,,,
CsSnI3,0.1,100000000000000,1000000000000,0.0183024197,,,
CsSnI3,0.1,100000000000000,10000000000000,0.0183023757,,,
CsSnI3,0.1,100000000000000,100000000000000,0.0183019191,,,
CsSnI3,0.1,100000000000000,1E15,0.0182973454,,,
CsSnI3,0.1,1E15,10000000000,0.0182496772,,,
CsSnI3,0.1,1E15,100000000000,0.0182496753,,,
CsSnI3,0.1,1E15,1000000000000,0.0182496728,,,
CsSnI3,0.1,1E15,10000000000000,0.0182496179,,,
CsSnI3,0.1,1E15,100000000000000,0.0182490838,,,
CsSnI3,0.1,1E15,1E15,0.018243703,,,
CsSnI3,0.1,1E16,10000000000,0.0178966866,,,
CsSnI3,0.1,1E16,100000000000,0.0178966747,,,
CsSnI3,0.1,1E16,1000000000000,0.0178966702,,,
CsSnI3,0.1,1E16,10000000000000,0.0178965816,,,
CsSnI3,0.1,1E16,100000000000000,0.0178956694,,,
CsSnI3,0.1,1E16,1E15,0.0178865534,,,
CsSnI3,0.2,1000000000000,10000000000,0.0159240139,,,
CsSnI3,0.2,1000000000000,100000000000,0.0159240146,,,
CsSnI3,0.2,1000000000000,1000000000000,0.0159240111,,,
CsSnI3,0.2,1000000000000,10000000000000,0.0159239551,,,
CsSnI3,0.2,1000000000000,100000000000000,0.0159234438,,,
CsSnI3,0.2,1000000000000,1E15,0.0159182782,,,
CsSnI3,0.2,10000000000000,10000000000,0.0159195295,,,
CsSnI3,0.2,10000000000000,100000000000,0.0159195285,,,
CsSnI3,0.2,10000000000000,1000000000000,0.0159195225,,,
CsSnI3,0.2,10000000000000,10000000000000,0.0159194666,,,
CsSnI3,0.2,10000000000000,100000000000000,0.0159189319,,,
CsSnI3,0.2,10000000000000,1E15,0.0159135218,,,
CsSnI3,0.2,100000000000000,10000000000,0.0158765752,,,
CsSnI3,0.2,100000000000000,100000000000,0.0158765749,,,
CsSnI3,0.2,100000000000000,1000000000000,0.0158765654,,,
CsSnI3,0.2,100000000000000,10000000000000,0.0158764905,,,
CsSnI3,0.2,100000000000000,100000000000000,0.0158757378,,,
CsSnI3,0.2,100000000000000,1E15,0.0158680685,,,
CsSnI3,0.2,1E15,10000000000,0.0155697576,,,
CsSnI3,0.2,1E15,100000000000,0.0155697552,,,
CsSnI3,0.2,1E15,1000000000000,0.0155697373,,,
CsSnI3,0.2,1E15,10000000000000,0.0155695397,,,
CsSnI3,0.2,1E15,100000000000000,0.0155675751,,,
CsSnI3,0.2,1E15,1E15,0.0155475335,,,
CsSnI3,0.2,1E16,10000000000,0.014664076,,,
CsSnI3,0.2,1E16,100000000000,0.0146640574,,,
CsSnI3,0.2,1E16,1000000000000,0.014664063,,,
CsSnI3,0.2,1E16,10000000000000,0.0146637129,,,
CsSnI3,0.2,1E16,100000000000000,0.0146602091,,,
CsSnI3,0.2,1E16,1E15,0.0146245367,,,
CsSnI3,0.3,1000000000000,10000000000,0.015326976,,,
CsSnI3,0.3,1000000000000,100000000000,0.0153269763,,,
CsSnI3,0.3,1000000000000,1000000000000,0.0153269717,,,
CsSnI3,0.3,1000000000000,10000000000000,0.0153269158,,,
CsSnI3,0.3,1000000000000,100000000000000,0.0153263782,,,
CsSnI3,0.3,1000000000000,1E15,0.0153209516,,,
CsSnI3,0.3,10000000000000,10000000000,0.0153152927,,,
CsSnI3,0.3,10000000000000,100000000000,0.0153152939,,,
CsSnI3,0.3,10000000000000,1000000000000,0.0153152877,,,
CsSnI3,0.3,10000000000000,10000000000000,0.0153152269,,,
CsSnI3,0.3,10000000000000,100000000000000,0.0153146097,,,
CsSnI3,0.3,10000000000000,1E15,0.0153084012,,,
CsSnI3,0.3,100000000000000,10000000000,0.0152079664,,,
CsSnI3,0.3,100000000000000,100000000000,0.0152079646,,,
CsSnI3,0.3,100000000000000,1000000000000,0.0152079515,,,
CsSnI3,0.3,100000000000000,10000000000000,0.0152078202,,,
CsSnI3,0.3,100000000000000,100000000000000,0.0152065019,,,
CsSnI3,0.3,100000000000000,1E15,0.0151931122,,,
CsSnI3,0.3,1E15,10000000000,0.0146136031,,,
CsSnI3,0.3,1E15,100000000000,0.0146135984,,,
CsSnI3,0.3,1E15,1000000000000,0.0146135523,,,
CsSnI3,0.3,1E15,10000000000000,0.014613096,,,
CsSnI3,0.3,1E15,100000000000000,0.0146085146,,,
CsSnI3,0.3,1E15,1E15,0.0145602197,,,
CsSnI3,0.3,1E16,10000000000,0.0134776321,,,
CsSnI3,0.3,1E16,100000000000,0.0134776194,,,
CsSnI3,0.3,1E16,1000000000000,0.0134775365,,,
CsSnI3,0.3,1E16,10000000000000,0.0134768438,,,
CsSnI3,0.3,1E16,100000000000000,0.0134697268,,,
CsSnI3,0.3,1E16,1E15,0.0133923784,,,
CsSnI3,0.4,1000000000000,10000000000,0.0151954477,,,
CsSnI3,0.4,1000000000000,100000000000,0.0151954475,,,
CsSnI3,0.4,1000000000000,1000000000000,0.0151954419,,,
CsSnI3,0.4,1000000000000,10000000000000,0.0151953864,,,
CsSnI3,0.4,1000000000000,100000000000000,0.0151948448,,,
CsSnI3,0.4,1000000000000,1E15,0.0151893628,,,
CsSnI3,0.4,10000000000000,10000000000,0.0151752453,,,
CsSnI3,0.4,10000000000000,100000000000,0.0151752447,,,
CsSnI3,0.4,10000000000000,1000000000000,0.0151752376,,,
CsSnI3,0.4,10000000000000,10000000000000,0.0151751719,,,
CsSnI3,0.4,10000000000000,100000000000000,0.0151745144,,,
CsSnI3,0.4,10000000000000,1E15,0.0151687735,,,
CsSnI3,0.4,100000000000000,10000000000,0.0150022915,,,
CsSnI3,0.4,100000000000000,100000000000,0.0150022902,,,
CsSnI3,0.4,100000000000000,1000000000000,0.0150022726,,,
CsSnI3,0.4,100000000000000,10000000000000,0.0150020981,,,
CsSnI3,0.4,100000000000000,100000000000000,0.0150003599,,,
CsSnI3,0.4,100000000000000,1E15,0.0149834327,,,
CsSnI3,0.4,1E15,10000000000,0.0141773659,,,
CsSnI3,0.4,1E15,100000000000,0.0141773569,,,
CsSnI3,0.4,1E15,1000000000000,0.0141772842,,,
CsSnI3,0.4,1E15,10000000000000,0.014176523,,,
CsSnI3,0.4,1E15,100000000000000,0.0141688893,,,
CsSnI3,0.4,1E15,1E15,0.0140904266,,,
CsSnI3,0.4,1E16,10000000000,0.0129431431,,,
CsSnI3,0.4,1E16,100000000000,0.0129431183,,,
CsSnI3,0.4,1E16,1000000000000,0.0129430079,,,
CsSnI3,0.4,1E16,10000000000000,0.0129418943,,,
CsSnI3,0.4,1E16,100000000000000,0.0129306102,,,
CsSnI3,0.4,1E16,1E15,0.0128105618,,,
CsSnI3,0.5,1000000000000,10000000000,0.0151801226,,,
CsSnI3,0.5,1000000000000,100000000000,0.0151801246,,,
CsSnI3,0.5,1000000000000,1000000000000,0.0151801175,,,
CsSnI3,0.5,1000000000000,10000000000000,0.0151800632,,,
CsSnI3,0.5,1000000000000,100000000000000,0.0151795176,,,
CsSnI3,0.5,1000000000000,1E15,0.0151740326,,,
CsSnI3,0.5,10000000000000,10000000000,0.0151525908,,,
CsSnI3,0.5,10000000000000,100000000000,0.015152592,,,
CsSnI3,0.5,10000000000000,1000000000000,0.0151525851,,,
CsSnI3,0.5,10000000000000,10000000000000,0.0151525188,,,
CsSnI3,0.5,10000000000000,100000000000000,0.0151518345,,,
CsSnI3,0.5,10000000000000,1E15,0.0151459244,,,
CsSnI3,0.5,100000000000000,10000000000,0.014918836,,,
CsSnI3,0.5,100000000000000,100000000000,0.014918834,,,
CsSnI3,0.5,100000000000000,1000000000000,0.0149188134,,,
CsSnI3,0.5,100000000000000,10000000000000,0.0149186086,,,
CsSnI3,0.5,100000000000000,100000000000000,0.0149165705,,,
CsSnI3,0.5,100000000000000,1E15,0.0148979201,,,
CsSnI3,0.5,1E15,10000000000,0.0139198677,,,
CsSnI3,0.5,1E15,100000000000,0.0139198603,,,
CsSnI3,0.5,1E15,1000000000000,0.0139197583,,,
CsSnI3,0.5,1E15,10000000000000,0.013918724,,,
CsSnI3,0.5,1E15,100000000000000,0.0139083349,,,
CsSnI3,0.5,1E15,1E15,0.0138008402,,,
CsSnI3,0.5,1E16,10000000000,0.0126410163,,,
CsSnI3,0.5,1E16,100000000000,0.0126409937,,,
CsSnI3,0.5,1E16,1000000000000,0.0126408429,,,
CsSnI3,0.5,1E16,10000000000000,0.012639387,,,
CsSnI3,0.5,1E16,100000000000000,0.0126196232,,,
CsSnI3,0.5,1E16,1E15,0.0124566265,,,
CsSnI3,0.6,1000000000000,10000000000,0.0151893209,,,
CsSnI3,0.6,1000000000000,100000000000,0.015189323,,,
CsSnI3,0.6,1000000000000,1000000000000,0.0151893137,,,
CsSnI3,0.6,1000000000000,10000000000000,0.0151892617,,,
CsSnI3,0.6,1000000000000,100000000000000,0.0151887126,,,
CsSnI3,0.6,1000000000000,1E15,0.015183956,,,
CsSnI3,0.6,10000000000000,10000000000,0.0151553376,,,
CsSnI3,0.6,10000000000000,100000000000,0.0151553378,,,
CsSnI3,0.6,10000000000000,1000000000000,0.0151553304,,,
CsSnI3,0.6,10000000000000,10000000000000,0.0151552593,,,
CsSnI3,0.6,10000000000000,100000000000000,0.0151545555,,,
CsSnI3,0.6,10000000000000,1E15,0.0151485145,,,
CsSnI3,0.6,100000000000000,10000000000,0.0148647974,,,
CsSnI3,0.6,100000000000000,100000000000,0.0148647952,,,
CsSnI3,0.6,100000000000000,1000000000000,0.0148647717,,,
CsSnI3,0.6,100000000000000,10000000000000,0.014864537,,,
CsSnI3,0.6,100000000000000,100000000000000,0.0148622092,,,
CsSnI3,0.6,100000000000000,1E15,0.0148418161,,,
CsSnI3,0.6,1E15,10000000000,0.0137338448,,,
CsSnI3,0.6,1E15,100000000000,0.0137338299,,,
CsSnI3,0.6,1E15,1000000000000,0.0137337027,,,
CsSnI3,0.6,1E15,10000000000000,0.013732438,,,
CsSnI3,0.6,1E15,100000000000000,0.0137196628,,,
CsSnI3,0.6,1E15,1E15,0.0135814713,,,
CsSnI3,0.6,1E16,10000000000,0.0124409447,,,
CsSnI3,0.6,1E16,100000000000,0.0124409272,,,
CsSnI3,0.6,1E16,1000000000000,0.0124407331,,,
CsSnI3,0.6,1E16,10000000000000,0.0124389531,,,
CsSnI3,0.6,1E16,100000000000000,0.0124207979,,,
CsSnI3,0.6,1E16,1E15,0.0122072499,,,
CsSnI3,0.7,1000000000000,10000000000,0.0152015583,,,
CsSnI3,0.7,1000000000000,100000000000,0.015201559,,,
CsSnI3,0.7,1000000000000,1000000000000,0.0152015544,,,
CsSnI3,0.7,1000000000000,10000000000000,0.0152014983,,,
CsSnI3,0.7,1000000000000,100000000000000,0.0152009482,,,
CsSnI3,0.7,1000000000000,1E15,0.0151961244,,,
CsSnI3,0.7,10000000000000,10000000000,0.01516041,,,
CsSnI3,0.7,10000000000000,100000000000,0.0151604094,,,
CsSnI3,0.7,10000000000000,1000000000000,0.0151604007,,,
CsSnI3,0.7,10000000000000,10000000000000,0.0151603298,,,
CsSnI3,0.7,10000000000000,100000000000000,0.0151596025,,,
CsSnI3,0.7,10000000000000,1E15,0.0151534331,,,
CsSnI3,0.7,100000000000000,10000000000,0.0148163616,,,
CsSnI3,0.7,100000000000000,100000000000,0.014816359,,,
CsSnI3,0.7,100000000000000,1000000000000,0.0148163316,,,
CsSnI3,0.7,100000000000000,10000000000000,0.0148160659,,,
CsSnI3,0.7,100000000000000,100000000000000,0.0148134204,,,
CsSnI3,0.7,100000000000000,1E15,0.0147911138,,,
CsSnI3,0.7,1E15,10000000000,0.0135913248,,,
CsSnI3,0.7,1E15,100000000000,0.013591301,,,
CsSnI3,0.7,1E15,1000000000000,0.0135908073,,,
CsSnI3,0.7,1E15,10000000000000,0.0135892475,,,
CsSnI3,0.7,1E15,100000000000000,0.0135686286,,,
CsSnI3,0.7,1E15,1E15,0.0133996864,,,
CsSnI3,0.7,1E16,10000000000,0.0122953816,,,
CsSnI3,0.7,1E16,100000000000,0.0122953601,,,
CsSnI3,0.7,1E16,1000000000000,0.012295154,,,
CsSnI3,0.7,1E16,10000000000000,0.0122930854,,,
CsSnI3,0.7,1E16,100000000000000,0.0122724427,,,
CsSnI3,0.7,1E16,1E15,0.0120157976,,,
CsSnI3,0.8,1000000000000,10000000000,0.0152112763,,,
CsSnI3,0.8,1000000000000,100000000000,0.0152112751,,,
CsSnI3,0.8,1000000000000,1000000000000,0.0152112705,,,
CsSnI3,0.8,1000000000000,10000000000000,0.0152112149,,,
CsSnI3,0.8,1000000000000,100000000000000,0.0152106644,,,
CsSnI3,0.8,1000000000000,1E15,0.0152051495,,,
CsSnI3,0.8,10000000000000,10000000000,0.0151630241,,,
CsSnI3,0.8,10000000000000,100000000000,0.0151630239,,,
CsSnI3,0.8,10000000000000,1000000000000,0.0151630158,,,
CsSnI3,0.8,10000000000000,10000000000000,0.0151629411,,,
CsSnI3,0.8,10000000000000,100000000000000,0.0151621907,,,
CsSnI3,0.8,10000000000000,1E15,0.0151558934,,,
CsSnI3,0.8,100000000000000,10000000000,0.0147683407,,,
CsSnI3,0.8,100000000000000,100000000000,0.0147683381,,,
CsSnI3,0.8,100000000000000,1000000000000,0.0147683105,,,
CsSnI3,0.8,100000000000000,10000000000000,0.0147680049,,,
CsSnI3,0.8,100000000000000,100000000000000,0.0147650077,,,
CsSnI3,0.8,100000000000000,1E15,0.0147405022,,,
CsSnI3,0.8,1E15,10000000000,0.0134605856,,,
CsSnI3,0.8,1E15,100000000000,0.0134605758,,,
CsSnI3,0.8,1E15,1000000000000,0.013460403,,,
CsSnI3,0.8,1E15,10000000000000,0.0134586199,,,
CsSnI3,0.8,1E15,100000000000000,0.0134403012,,,
CsSnI3,0.8,1E15,1E15,0.0132448901,,,
CsSnI3,0.8,1E16,10000000000,0.0121835766,,,
CsSnI3,0.8,1E16,100000000000,0.0121835542,,,
CsSnI3,0.8,1E16,1000000000000,0.012183326,,,
CsSnI3,0.8,1E16,10000000000000,0.0121810506,,,
CsSnI3,0.8,1E16,100000000000000,0.0121574958,,,
CsSnI3,0.8,1E16,1E15,0.0118640122,,,
CsSnI3,0.9,1000000000000,10000000000,0.0152182073,,,
CsSnI3,0.9,1000000000000,100000000000,0.0152182065,,,
CsSnI3,0.9,1000000000000,1000000000000,0.0152182003,,,
CsSnI3,0.9,1000000000000,10000000000000,0.0152181448,,,
CsSnI3,0.9,1000000000000,100000000000000,0.0152175913,,,
CsSnI3,0.9,1000000000000,1E15,0.0152120657,,,
CsSnI3,0.9,10000000000000,10000000000,0.0151629018,,,
CsSnI3,0.9,10000000000000,100000000000,0.0151628999,,,
CsSnI3,0.9,10000000000000,1000000000000,0.0151628948,,,
CsSnI3,0.9,10000000000000,10000000000000,0.0151628159,,,
CsSnI3,0.9,10000000000000,100000000000000,0.0151620442,,,
CsSnI3,0.9,10000000000000,1E15,0.0151556182,,,
CsSnI3,0.9,100000000000000,10000000000,0.0147201958,,,
CsSnI3,0.9,100000000000000,100000000000,0.0147201941,,,
CsSnI3,0.9,100000000000000,1000000000000,0.0147201598,,,
CsSnI3,0.9,100000000000000,10000000000000,0.0147198181,,,
CsSnI3,0.9,100000000000000,100000000000000,0.0147157363,,,
CsSnI3,0.9,100000000000000,1E15,0.0146905763,,,
CsSnI3,0.9,1E15,10000000000,0.0133520759,,,
CsSnI3,0.9,1E15,100000000000,0.0133520544,,,
CsSnI3,0.9,1E15,1000000000000,0.0133518492,,,
CsSnI3,0.9,1E15,10000000000000,0.0133497608,,,
CsSnI3,0.9,1E15,100000000000000,0.0133284039,,,
CsSnI3,0.9,1E15,1E15,0.0131085753,,,
CsSnI3,0.9,1E16,10000000000,0.0120939383,,,
CsSnI3,0.9,1E16,100000000000,0.0120939155,,,
CsSnI3,0.9,1E16,1000000000000,0.0120936666,,,
CsSnI3,0.9,1E16,10000000000000,0.01209119,,,
CsSnI3,0.9,1E16,100000000000000,0.0120668706,,,
CsSnI3,0.9,1E16,1E15,0.0117423801,,,
CsSnI3,1,1000000000000,10000000000,0.0152229498,,,
CsSnI3,1,1000000000000,100000000000,0.0152229496,,,
CsSnI3,1,1000000000000,1000000000000,0.0152229439,,,
CsSnI3,1,1000000000000,10000000000000,0.015222888,,,
CsSnI3,1,1000000000000,100000000000000,0.015222333,,,
CsSnI3,1,1000000000000,1E15,0.0152167962,,,
CsSnI3,1,10000000000000,10000000000,0.0151606389,,,
CsSnI3,1,10000000000000,100000000000,0.0151606396,,,
CsSnI3,1,10000000000000,1000000000000,0.0151606319,,,
CsSnI3,1,10000000000000,10000000000000,0.0151605504,,,
CsSnI3,1,10000000000000,100000000000000,0.015159756,,,
CsSnI3,1,10000000000000,1E15,0.0151532048,,,
CsSnI3,1,100000000000000,10000000000,0.0146713356,,,
CsSnI3,1,100000000000000,100000000000,0.0146713295,,,
CsSnI3,1,100000000000000,1000000000000,0.014671292,,,
CsSnI3,1,100000000000000,10000000000000,0.014670936,,,
CsSnI3,1,100000000000000,100000000000000,0.0146673999,,,
CsSnI3,1,100000000000000,1E15,0.0146398681,,,
CsSnI3,1,1E15,10000000000,0.0132566553,,,
CsSnI3,1,1E15,100000000000,0.0132566332,,,
CsSnI3,1,1E15,1000000000000,0.0132564101,,,
CsSnI3,1,1E15,10000000000000,0.0132541798,,,
CsSnI3,1,1E15,100000000000000,0.0132312076,,,
CsSnI3,1,1E15,1E15,0.0129873642,,,
CsSnI3,1,1E16,10000000000,0.0120204967,,,
CsSnI3,1,1E16,100000000000,0.0120204745,,,
CsSnI3,1,1E16,1000000000000,0.0120202083,,,
CsSnI3,1,1E16,10000000000000,0.0120184669,,,
CsSnI3,1,1E16,100000000000000,0.0119924418,,,
CsSnI3,1,1E16,1E15,0.0116459931,,,
